User ID,Install Date,Install Month,Install Week,Days Since Install,Acquisition Source,Country,Platform,Age Group,Day 1 Retained,Day 7 Retained,Day 30 Retained,Total Sessions,Avg Session Duration (min),Total Playtime (hours),Levels Completed,Tutorial Completed,Ads Watched,Friends Invited,Guild Joined,Is Payer,Number of Purchases,First Purchase Day,Total Revenue,LTV Day 7,LTV Day 30,LTV Day 90,LTV Day 180,LTV Day 365,Predicted LTV,User Segment,Sessions Per Day,Revenue Per Session,Engagement Score
user_004170,2025-09-30,2025-09,2025-09-29/2025-10-05,92,Apple Search,CN,iOS,35-44,No,No,No,1,11.9,0.2,1,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,Low Value,0.01,0.0,13.5
user_004171,2025-11-20,2025-11,2025-11-17/2025-11-23,41,Organic,CN,iOS,35-44,No,No,No,5,10.3,0.9,9,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,Medium Value,0.12,0.0,19.0
user_004172,2025-02-17,2025-02,2025-02-17/2025-02-23,317,Organic,US,iOS,25-34,No,No,No,2,15.2,0.5,0,No,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,Low Value,0.01,0.0,5.5
user_004173,2025-04-21,2025-04,2025-04-21/2025-04-27,254,Facebook Ads,US,Android,25-34,No,No,No,8,14.6,2.0,7,Yes,7,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,Low Value,0.03,0.0,21.0
user_004174,2025-06-02,2025-06,2025-06-02/2025-06-08,212,Organic,KR,Android,55+,No,No,No,9,15.8,2.4,6,Yes,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,Low Value,0.04,0.0,21.5
user_004175,2025-05-03,2025-05,2025-04-28/2025-05-04,242,Google Ads,UK,iOS,25-34,Yes,No,No,4,7.9,0.5,2,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,Low Value,0.02,0.0,28.0
user_004176,2025-12-23,2025-12,2025-12-22/2025-12-28,8,Google Ads,CN,Android,55+,Yes,No,No,13,9.7,2.1,10,Yes,9,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29,Low Value,1.62,0.0,33.2
user_004177,2025-04-12,2025-04,2025-04-07/2025-04-13,263,Organic,BR,iOS,18-24,Yes,No,No,18,9.0,2.7,14,Yes,7,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,Low Value,0.07,0.0,34.7
user_004178,2025-08-29,2025-08,2025-08-25/2025-08-31,124,Apple Search,UK,iOS,25-34,No,No,No,3,37.4,1.9,2,No,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,Low Value,0.02,0.0,6.9
user_004179,2025-11-17,2025-11,2025-11-17/2025-11-23,44,Organic,US,iOS,18-24,No,No,No,1,22.0,0.4,0,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,Medium Value,0.02,0.0,3.5
user_004180,2025-07-10,2025-07,2025-07-07/2025-07-13,174,Facebook Ads,CN,iOS,18-24,No,No,No,1,14.0,0.2,1,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,Low Value,0.01,0.0,13.5
user_004181,2025-08-05,2025-08,2025-08-04/2025-08-10,148,Google Ads,AU,iOS,25-34,No,No,No,9,14.5,2.2,7,Yes,6,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,Low Value,0.06,0.0,21.5
user_004182,2025-02-20,2025-02,2025-02-17/2025-02-23,314,Facebook Ads,IN,iOS,18-24,No,No,No,1,6.2,0.1,0,No,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,Low Value,0.0,0.0,3.5
user_004183,2025-10-19,2025-10,2025-10-13/2025-10-19,73,Facebook Ads,IN,iOS,55+,No,No,No,1,8.3,0.1,0,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,Low Value,0.01,0.0,3.5
user_004184,2025-03-22,2025-03,2025-03-17/2025-03-23,284,Organic,JP,iOS,35-44,No,No,No,1,17.5,0.3,0,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.58,Medium Value,0.0,0.0,3.5
user_004185,2025-03-29,2025-03,2025-03-24/2025-03-30,277,Facebook Ads,CN,iOS,18-24,Yes,No,No,9,11.9,1.8,4,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,Medium Value,0.03,0.0,31.5
user_004186,2025-07-13,2025-07,2025-07-07/2025-07-13,171,Apple Search,IN,Android,18-24,Yes,No,No,23,16.1,6.2,19,Yes,10,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.81,High Value (Whale),0.13,0.0,35.9
user_004187,2025-04-14,2025-04,2025-04-14/2025-04-20,261,Influencer,CN,iOS,35-44,No,No,No,3,4.7,0.2,1,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,Low Value,0.01,0.0,16.9
user_004188,2025-09-28,2025-09,2025-09-22/2025-09-28,94,Facebook Ads,JP,Android,25-34,No,No,No,3,5.2,0.3,4,Yes,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,Low Value,0.03,0.0,16.9
user_004189,2025-04-06,2025-04,2025-03-31/2025-04-06,269,Facebook Ads,CA,iOS,45-54,No,No,No,6,8.3,0.8,2,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,Medium Value,0.02,0.0,19.7
user_004190,2025-07-17,2025-07,2025-07-14/2025-07-20,167,Google Ads,KR,iOS,25-34,No,No,No,8,18.2,2.4,7,Yes,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,Medium Value,0.05,0.0,21.0
user_004191,2025-01-01,2025-01,2024-12-30/2025-01-05,364,Influencer,US,iOS,35-44,No,No,No,1,14.2,0.2,0,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,Low Value,0.0,0.0,13.5
user_004192,2025-06-16,2025-06,2025-06-16/2025-06-22,198,Organic,US,Android,25-34,No,No,No,1,10.0,0.2,0,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,Low Value,0.01,0.0,3.5
user_004193,2025-05-06,2025-05,2025-05-05/2025-05-11,239,Facebook Ads,UK,iOS,35-44,No,No,No,1,15.5,0.3,1,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,Medium Value,0.0,0.0,3.5
user_004194,2025-11-09,2025-11,2025-11-03/2025-11-09,52,Apple Search,KR,Android,18-24,Yes,No,No,35,24.2,14.2,27,No,15,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,Low Value,0.67,0.0,27.9
user_004195,2025-03-22,2025-03,2025-03-17/2025-03-23,284,Google Ads,US,Android,25-34,No,No,No,3,9.0,0.4,3,No,3,0,No,Yes,1,11,54.61,0.38,2.68,10.93,28.8,54.61,5.79,High Value (Whale),0.01,18.2,6.9
user_004196,2025-09-08,2025-09,2025-09-08/2025-09-14,114,Organic,CN,iOS,18-24,Yes,Yes,No,10,14.8,2.5,9,Yes,7,2,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,Low Value,0.09,0.0,62.0
user_004197,2025-06-18,2025-06,2025-06-16/2025-06-22,196,Google Ads,BR,Android,25-34,Yes,Yes,No,12,11.5,2.3,12,Yes,10,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,Low Value,0.06,0.0,62.8
user_004198,2025-03-14,2025-03,2025-03-10/2025-03-16,292,Organic,CN,iOS,25-34,No,No,No,11,12.8,2.4,9,Yes,9,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,Low Value,0.04,0.0,22.4
user_004199,2025-05-21,2025-05,2025-05-19/2025-05-25,224,Facebook Ads,US,iOS,35-44,Yes,No,No,9,18.2,2.7,4,Yes,8,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,Low Value,0.04,0.0,31.5
user_004200,2025-03-11,2025-03,2025-03-10/2025-03-16,295,Facebook Ads,CN,iOS,18-24,No,No,No,1,14.7,0.2,0,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,Low Value,0.0,0.0,3.5
user_004201,2025-09-19,2025-09,2025-09-15/2025-09-21,103,Influencer,US,iOS,25-34,No,No,No,5,29.0,2.4,3,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,Medium Value,0.05,0.0,19.0
user_004202,2025-12-06,2025-12,2025-12-01/2025-12-07,25,Facebook Ads,JP,iOS,18-24,No,No,No,9,34.4,5.2,10,Yes,6,0,No,Yes,4,3,0.95,0.06,0.32,0.65,0.68,0.95,4.8,Medium Value,0.36,0.11,21.5
user_004203,2025-11-04,2025-11,2025-11-03/2025-11-09,57,Organic,JP,Android,35-44,No,No,No,2,16.2,0.5,2,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,Medium Value,0.04,0.0,15.5
user_004204,2025-09-02,2025-09,2025-09-01/2025-09-07,120,Organic,BR,iOS,45-54,No,No,No,7,16.9,2.0,6,Yes,4,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,Low Value,0.06,0.0,20.4
user_004205,2025-01-03,2025-01,2024-12-30/2025-01-05,362,Influencer,JP,Android,35-44,No,No,No,2,16.6,0.6,1,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,Low Value,0.01,0.0,15.5
user_004206,2025-12-03,2025-12,2025-12-01/2025-12-07,28,Organic,US,iOS,55+,No,No,No,5,21.1,1.8,3,Yes,4,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,Medium Value,0.18,0.0,19.0
user_004207,2025-03-04,2025-03,2025-03-03/2025-03-09,302,Facebook Ads,JP,Android,55+,No,No,No,4,23.6,1.6,2,No,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,Medium Value,0.01,0.0,8.0
user_004208,2025-02-18,2025-02,2025-02-17/2025-02-23,316,Organic,KR,iOS,35-44,Yes,No,No,44,13.6,10.0,39,No,29,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,Low Value,0.14,0.0,29.0
user_004209,2025-03-17,2025-03,2025-03-17/2025-03-23,289,Apple Search,CA,Android,25-34,No,No,No,1,14.8,0.2,1,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,Low Value,0.0,0.0,13.5
user_004210,2025-06-24,2025-06,2025-06-23/2025-06-29,190,Facebook Ads,CA,Android,18-24,No,No,No,7,12.9,1.5,8,Yes,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,Low Value,0.04,0.0,20.4
user_004211,2025-04-19,2025-04,2025-04-14/2025-04-20,256,Facebook Ads,US,iOS,25-34,Yes,No,No,23,21.0,8.0,17,Yes,7,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.58,Medium Value,0.09,0.0,35.9
user_004212,2025-07-02,2025-07,2025-06-30/2025-07-06,182,Facebook Ads,US,iOS,55+,No,No,No,9,26.4,4.0,4,Yes,6,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,Medium Value,0.05,0.0,21.5
user_004213,2025-07-11,2025-07,2025-07-07/2025-07-13,173,Influencer,US,iOS,25-34,Yes,No,No,18,17.3,5.2,15,Yes,15,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.14,High Value (Whale),0.1,0.0,34.7
user_004214,2025-03-06,2025-03,2025-03-03/2025-03-09,300,Google Ads,BR,iOS,18-24,Yes,Yes,No,43,22.2,15.9,33,Yes,17,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.82,Low Value,0.14,0.0,68.9
user_004215,2025-12-03,2025-12,2025-12-01/2025-12-07,28,Google Ads,US,iOS,55+,Yes,No,No,1,13.9,0.2,0,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,Low Value,0.04,0.0,23.5
user_004216,2025-09-28,2025-09,2025-09-22/2025-09-28,94,Influencer,US,Android,25-34,No,No,No,9,15.1,2.3,6,Yes,5,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,Medium Value,0.1,0.0,21.5
user_004217,2025-04-10,2025-04,2025-04-07/2025-04-13,265,Influencer,DE,iOS,35-44,No,No,No,12,10.3,2.0,12,Yes,4,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,Low Value,0.05,0.0,22.8
user_004218,2025-02-01,2025-02,2025-01-27/2025-02-02,333,Facebook Ads,US,Android,35-44,Yes,No,No,11,11.7,2.1,7,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,Low Value,0.03,0.0,32.4
user_004219,2025-12-18,2025-12,2025-12-15/2025-12-21,13,Cross Promo,US,iOS,45-54,No,No,No,1,9.0,0.2,1,Yes,0,0,No,Yes,4,13,131.38,20.82,48.62,80.67,107.29,131.38,21.58,High Value (Whale),0.08,131.38,13.5
user_004220,2025-05-08,2025-05,2025-05-05/2025-05-11,237,Organic,JP,Android,45-54,No,No,No,5,7.2,0.6,6,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,Low Value,0.02,0.0,19.0
user_004221,2025-12-05,2025-12,2025-12-01/2025-12-07,26,Facebook Ads,JP,iOS,45-54,No,No,No,1,7.7,0.1,2,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,Low Value,0.04,0.0,13.5
user_004222,2025-02-12,2025-02,2025-02-10/2025-02-16,322,Influencer,DE,iOS,35-44,Yes,No,No,1,14.7,0.2,0,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,Low Value,0.0,0.0,23.5
user_004223,2025-03-19,2025-03,2025-03-17/2025-03-23,287,Organic,AU,iOS,25-34,No,No,No,1,15.9,0.3,1,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,Low Value,0.0,0.0,13.5
user_004224,2025-11-10,2025-11,2025-11-10/2025-11-16,51,Organic,US,iOS,35-44,No,No,No,5,10.2,0.8,5,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,Medium Value,0.1,0.0,19.0
user_004225,2025-10-16,2025-10,2025-10-13/2025-10-19,76,Facebook Ads,JP,Android,45-54,No,No,No,8,10.0,1.3,2,Yes,4,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,Medium Value,0.11,0.0,21.0
user_004226,2025-09-27,2025-09,2025-09-22/2025-09-28,95,Google Ads,CA,Android,25-34,Yes,No,No,3,9.2,0.5,5,No,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,Low Value,0.03,0.0,16.9
user_004227,2025-06-11,2025-06,2025-06-09/2025-06-15,203,Facebook Ads,IN,Android,25-34,No,No,No,14,11.5,2.7,8,Yes,7,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,Low Value,0.07,0.0,23.5
user_004228,2025-07-08,2025-07,2025-07-07/2025-07-13,176,Google Ads,JP,Android,25-34,No,No,No,4,10.6,0.7,2,No,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,Low Value,0.02,0.0,8.0
user_004229,2025-09-04,2025-09,2025-09-01/2025-09-07,118,Influencer,CN,Android,25-34,No,No,No,12,14.6,2.9,14,No,4,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,Low Value,0.1,0.0,12.8
user_004230,2025-08-04,2025-08,2025-08-04/2025-08-10,149,Google Ads,US,Android,18-24,No,No,No,1,14.8,0.2,1,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,Low Value,0.01,0.0,13.5
user_004231,2025-11-11,2025-11,2025-11-10/2025-11-16,50,Organic,CN,iOS,35-44,No,No,No,3,3.3,0.2,1,Yes,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,Low Value,0.06,0.0,16.9
user_004232,2025-12-05,2025-12,2025-12-01/2025-12-07,26,Influencer,AU,iOS,18-24,No,No,No,2,13.0,0.4,2,No,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,Low Value,0.08,0.0,5.5
user_004233,2025-06-17,2025-06,2025-06-16/2025-06-22,197,Organic,DE,iOS,18-24,Yes,No,No,10,12.0,2.0,8,Yes,8,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,Low Value,0.05,0.0,32.0
user_004234,2025-12-05,2025-12,2025-12-01/2025-12-07,26,Organic,KR,Android,18-24,Yes,Yes,No,186,13.8,42.9,147,Yes,79,0,Yes,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29,Low Value,7.15,0.0,76.2
user_004235,2025-07-12,2025-07,2025-07-07/2025-07-13,172,Organic,US,iOS,25-34,Yes,No,No,37,18.6,11.4,23,No,19,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,Medium Value,0.22,0.0,28.2
user_004236,2025-10-10,2025-10,2025-10-06/2025-10-12,82,Google Ads,UK,Android,25-34,Yes,No,No,31,6.8,3.5,35,Yes,18,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.52,High Value (Whale),0.38,0.0,37.3
user_004237,2025-12-02,2025-12,2025-12-01/2025-12-07,29,Organic,UK,iOS,25-34,No,No,No,1,6.3,0.1,1,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,Medium Value,0.03,0.0,13.5
user_004238,2025-01-13,2025-01,2025-01-13/2025-01-19,352,Organic,UK,Android,45-54,No,No,No,2,18.9,0.6,3,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,Low Value,0.01,0.0,15.5
user_004239,2025-08-28,2025-08,2025-08-25/2025-08-31,125,Facebook Ads,US,Android,45-54,Yes,No,No,6,15.9,1.6,5,Yes,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,Low Value,0.05,0.0,29.7
user_004240,2025-11-16,2025-11,2025-11-10/2025-11-16,45,Organic,DE,iOS,45-54,Yes,No,No,31,27.6,14.3,15,Yes,35,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,Low Value,0.69,0.0,37.3
user_004241,2025-05-27,2025-05,2025-05-26/2025-06-01,218,Google Ads,UK,Android,25-34,Yes,No,No,9,10.8,1.6,8,Yes,5,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,Low Value,0.04,0.0,31.5
user_004242,2025-07-23,2025-07,2025-07-21/2025-07-27,161,Apple Search,US,Android,45-54,Yes,No,No,76,22.0,27.9,51,Yes,46,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,Low Value,0.47,0.0,41.7
user_004243,2025-03-21,2025-03,2025-03-17/2025-03-23,285,Apple Search,US,Android,35-44,Yes,No,No,9,9.2,1.4,4,Yes,10,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,Low Value,0.03,0.0,31.5
user_004244,2025-02-12,2025-02,2025-02-10/2025-02-16,322,Organic,JP,iOS,55+,Yes,No,No,3,16.4,0.8,1,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,High Value (Whale),0.01,0.0,16.9
user_004245,2025-03-30,2025-03,2025-03-24/2025-03-30,276,Organic,CN,Android,18-24,Yes,No,No,53,13.8,12.2,40,Yes,37,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,Low Value,0.19,0.0,39.9
user_004246,2025-05-28,2025-05,2025-05-26/2025-06-01,217,Cross Promo,UK,iOS,18-24,No,No,No,7,2.3,0.3,2,No,6,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,Medium Value,0.03,0.0,10.4
user_004247,2025-04-05,2025-04,2025-03-31/2025-04-06,270,Organic,BR,Android,18-24,No,No,No,4,10.6,0.7,3,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,Low Value,0.01,0.0,18.0
user_004248,2025-05-31,2025-05,2025-05-26/2025-06-01,214,Influencer,JP,Android,45-54,Yes,No,No,39,8.7,5.7,25,No,16,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,Low Value,0.18,0.0,28.4
user_004249,2025-01-02,2025-01,2024-12-30/2025-01-05,363,Organic,CA,Android,35-44,Yes,No,No,59,9.8,9.6,43,Yes,36,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,Low Value,0.16,0.0,40.5
user_004250,2025-01-22,2025-01,2025-01-20/2025-01-26,343,Influencer,CN,iOS,25-34,No,No,No,9,7.3,1.1,8,Yes,7,0,No,Yes,1,10,3.9,0.01,0.12,0.57,1.5,3.9,2.62,Low Value,0.03,0.43,21.5
user_004251,2025-11-09,2025-11,2025-11-03/2025-11-09,52,Facebook Ads,JP,Android,25-34,No,No,No,11,12.2,2.2,7,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,Medium Value,0.21,0.0,22.4
user_004252,2025-11-24,2025-11,2025-11-24/2025-11-30,37,Facebook Ads,US,iOS,45-54,No,No,No,1,20.9,0.4,1,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,Medium Value,0.03,0.0,13.5
user_004253,2025-01-07,2025-01,2025-01-06/2025-01-12,358,Google Ads,JP,iOS,45-54,No,No,No,3,11.4,0.6,3,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,Low Value,0.01,0.0,16.9
user_004254,2025-07-25,2025-07,2025-07-21/2025-07-27,159,Google Ads,CA,Android,35-44,No,No,No,7,23.2,2.7,4,Yes,4,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,Low Value,0.04,0.0,20.4
user_004255,2025-04-24,2025-04,2025-04-21/2025-04-27,251,Facebook Ads,JP,Android,35-44,No,No,No,3,6.3,0.3,5,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,Low Value,0.01,0.0,16.9
user_004256,2025-09-29,2025-09,2025-09-29/2025-10-05,93,Google Ads,JP,Android,25-34,Yes,No,No,20,5.3,1.8,11,Yes,11,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,Medium Value,0.22,0.0,35.2
user_004257,2025-03-24,2025-03,2025-03-24/2025-03-30,282,Google Ads,US,Android,25-34,No,No,No,12,16.0,3.2,9,No,9,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,Low Value,0.04,0.0,12.8
user_004258,2025-06-28,2025-06,2025-06-23/2025-06-29,186,Organic,BR,iOS,45-54,No,No,No,1,11.9,0.2,0,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,Low Value,0.01,0.0,3.5
user_004259,2025-07-29,2025-07,2025-07-28/2025-08-03,155,Organic,JP,iOS,35-44,Yes,No,No,15,12.0,3.0,17,Yes,5,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,Medium Value,0.1,0.0,33.9
user_004260,2025-11-24,2025-11,2025-11-24/2025-11-30,37,Facebook Ads,JP,iOS,35-44,No,No,No,4,13.1,0.9,3,Yes,1,0,No,Yes,8,6,12.4,0.6,4.36,7.25,9.38,12.4,4.09,Medium Value,0.11,3.1,18.0
user_004261,2025-05-04,2025-05,2025-04-28/2025-05-04,241,Organic,KR,iOS,18-24,No,No,No,2,9.1,0.3,2,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,Low Value,0.01,0.0,15.5
user_004262,2025-04-23,2025-04,2025-04-21/2025-04-27,252,Google Ads,KR,iOS,18-24,Yes,No,No,9,20.0,3.0,4,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,Medium Value,0.04,0.0,31.5
user_004263,2025-01-12,2025-01,2025-01-06/2025-01-12,353,Organic,KR,iOS,18-24,Yes,Yes,No,102,12.7,21.6,78,Yes,56,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,Low Value,0.29,0.0,73.2
user_004264,2025-05-06,2025-05,2025-05-05/2025-05-11,239,Facebook Ads,DE,iOS,25-34,No,No,No,13,9.9,2.1,6,Yes,8,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,Low Value,0.05,0.0,23.2
user_004265,2025-02-22,2025-02,2025-02-17/2025-02-23,312,Organic,BR,Android,25-34,Yes,No,No,20,17.2,5.7,21,Yes,9,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,Low Value,0.06,0.0,35.2
user_004266,2025-11-27,2025-11,2025-11-24/2025-11-30,34,Facebook Ads,BR,Android,55+,Yes,No,No,13,6.2,1.3,13,Yes,6,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,Low Value,0.38,0.0,33.2
user_004267,2025-10-10,2025-10,2025-10-06/2025-10-12,82,Organic,BR,Android,35-44,Yes,No,No,27,31.8,14.3,21,Yes,16,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.12,Low Value,0.33,0.0,36.7
user_004268,2025-05-20,2025-05,2025-05-19/2025-05-25,225,Organic,US,iOS,25-34,No,No,No,30,11.4,5.7,23,Yes,18,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,Medium Value,0.13,0.0,27.2
user_004269,2025-04-07,2025-04,2025-04-07/2025-04-13,268,Organic,BR,iOS,18-24,No,No,No,1,9.8,0.2,0,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,Low Value,0.0,0.0,3.5
user_004270,2025-01-05,2025-01,2024-12-30/2025-01-05,360,Cross Promo,US,iOS,45-54,Yes,No,No,21,34.9,12.2,16,Yes,11,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,Low Value,0.06,0.0,35.5
user_004271,2025-02-26,2025-02,2025-02-24/2025-03-02,308,Organic,US,iOS,25-34,No,No,No,4,30.1,2.0,1,Yes,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,Low Value,0.01,0.0,18.0
user_004272,2025-11-30,2025-11,2025-11-24/2025-11-30,31,Google Ads,CA,Android,35-44,No,No,No,4,14.6,1.0,1,Yes,4,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,Low Value,0.13,0.0,18.0
user_004273,2025-03-10,2025-03,2025-03-10/2025-03-16,296,Organic,BR,Android,25-34,No,No,No,1,18.2,0.3,1,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,Low Value,0.0,0.0,3.5
user_004274,2025-04-28,2025-04,2025-04-28/2025-05-04,247,Organic,DE,Android,18-24,No,No,No,15,15.8,4.0,10,Yes,5,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,Low Value,0.06,0.0,23.9
user_004275,2025-02-28,2025-02,2025-02-24/2025-03-02,306,Facebook Ads,IN,Android,18-24,No,No,No,1,14.6,0.2,0,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,Low Value,0.0,0.0,13.5
